EthoScan: Data for cage 2, from file 070815 Infection.exp.
Analyzed from 7/8/2015 10:25:47 to 7/16/2015 15:56:45
*****************************************************************************************************************

Behavior codes (not all may be present in this recording):
EFODA,Interaction with food hopper A (significant uptake found)
TFODA,Interaction with food hopper A (no significant uptake)
DWATR,Interaction with water dispenser (significant uptake found)
TWATR,Interaction with water dispenser (no significant uptake)
WHEEL,Interaction with wheel (>= 1 revolution)
IHOME,Entered habitat (stable mass reading)
THOME,Interaction with habitat (no stable mass reading)
LLNGE,Long lounge (> 60 sec, no non-XY sensor interactions)
SLNGE,Short lounge (5 - 60 sec, no non-XY sensor interactions)
EFODB,Interaction with food hopper B (significant uptake found)
TFODB,Interaction with food hopper B (no significant uptake)

Time Budget (total = 197.5 hours), Animal #2
(Time before first and after last behavior are not included in the total)
Behav,Minutes,Percent
efoda,1032.7,08.71
tfoda,110.9,00.94
dwatr,061.4,00.52
twatr,059.3,00.50
wheel,2119.4,17.88
ihome,062.0,00.52
thome,002.5,00.02
llnge,7998.9,67.50
slnge,403.7,03.41
efodb,000.0,00.00
tfodb,000.0,00.00

Non-wheel XY Ambulatory Budget (total = 627.9 meters), Animal #2
Behav,Meters,Percent
efoda,67.7,10.78
tfoda,30.6,04.88
dwatr,21.6,03.44
twatr,24.1,03.85
ihome,00.0,00.00
thome,00.0,00.00
llnge,313.8,49.97
slnge,170.1,27.09
efodb,00.0,00.00
tfodb,00.0,00.00

With-wheel XY Ambulatory Budget (wheel = 46802.8 meters), Animal #2
(Wheel diameter of 11.43 cm assumed; scale if necessary)
Behav,Meters,Percent
efoda,67.7,00.14
tfoda,30.6,00.06
dwatr,21.6,00.05
twatr,24.1,00.05
wheel,46802.8,98.68
ihome,00.0,00.00
thome,00.0,00.00
llnge,313.8,00.66
slnge,170.1,00.36
efodb,00.0,00.00
tfodb,00.0,00.00

Transition matrix, animal #2
,efoda,tfoda,dwatr,twatr,wheel,ihome,thome,llnge,slnge,efodb,tfodb
efoda,00.00,00.00,20.77,02.11,00.35,00.00,00.00,41.55,35.21,00.00,00.00,sum:100%
tfoda,00.00,00.00,02.99,02.69,03.29,00.00,00.00,43.11,47.90,00.00,00.00,sum:100%
dwatr,08.71,06.06,00.00,00.00,01.89,00.76,00.00,50.76,31.82,00.00,00.00,sum:100%
twatr,13.64,28.41,00.00,00.00,05.68,00.00,00.00,15.91,36.36,00.00,00.00,sum:100%
wheel,00.00,00.82,00.33,00.33,00.00,00.00,00.00,17.73,80.79,00.00,00.00,sum:100%
ihome,00.00,00.00,40.00,00.00,00.00,00.00,00.00,20.00,40.00,00.00,00.00,sum:100%
thome,00.00,00.00,00.00,00.00,00.00,00.00,00.00,33.33,66.67,00.00,00.00,sum:100%
llnge,22.80,26.25,18.77,03.83,27.97,00.00,00.38,00.00,00.00,00.00,00.00,sum:100%
slnge,14.87,17.39,10.64,05.84,50.46,00.34,00.46,00.00,00.00,00.00,00.00,sum:100%
efodb,,,,,,,,,,,,[not found]
tfodb,,,,,,,,,,,,[not found]
The matrix is viewed left to right (not vertically). The first column shows the initial behaviors; the
other columns along a given row show the percent probability of the first subsequent behavior.

Behavior list follows. 'Amount' is cm (SLNGE, LLNGE), revolutions (WHEEL), grams (EFODx, IHOME) or mL (DWATR)
 Sample,Start_Date,Start_Time,End_Time,Durat_Sec,Activity,Amount,Rear%,X_cm,Y_cm,S_cm
 000001,7/8/2015	10:25:48,11:15:06,2959,LLNGE,037,00.2,7.6,15.9,037
 002960,7/8/2015	11:15:07,11:15:09,3,TFODA,0,66.7,10.0,19.4,000
 002963,7/8/2015	11:15:10,12:11:34,3385,LLNGE,026,00.3,9.3,14.3,026
 006348,7/8/2015	12:11:35,12:11:56,22,TFODA,0,86.4,10.3,19.9,007
 006370,7/8/2015	12:11:57,12:12:24,28,SLNGE,030,21.4,8.0,26.0,030
 006398,7/8/2015	12:12:25,12:17:55,331,EFODA,0.113,62.2,10.3,20.5,049
 006729,7/8/2015	12:17:56,12:17:57,2,SLNGE,000,100.0,6.1,21.0,000
 006731,7/8/2015	12:17:58,12:17:58,1,DWATR,0.180,100.0,5.5,20.8,000
 006732,7/8/2015	12:17:59,13:30:45,4367,LLNGE,126,00.8,7.0,9.9,126
 011099,7/8/2015	13:30:46,13:30:48,3,EFODA,0.003,66.7,7.4,16.8,005
 011102,7/8/2015	13:30:49,13:32:34,106,LLNGE,038,28.3,9.7,20.6,038
 011208,7/8/2015	13:32:35,13:32:40,6,TFODA,0,00.0,12.5,26.7,000
 011214,7/8/2015	13:32:41,13:33:38,58,SLNGE,018,05.2,12.0,19.9,018
 011272,7/8/2015	13:33:39,13:33:59,21,EFODA,0.003,81.0,11.3,19.3,000
 011293,7/8/2015	13:34:00,13:34:24,25,SLNGE,031,72.0,9.3,22.2,031
 011318,7/8/2015	13:34:25,13:35:03,39,EFODA,0.005,51.3,12.2,18.8,003
 011357,7/8/2015	13:35:04,13:36:35,92,LLNGE,000,02.2,7.5,15.5,000
 011449,7/8/2015	13:36:36,13:41:26,291,EFODA,0.088,82.1,11.8,19.9,007
 011740,7/8/2015	13:41:27,13:42:26,60,SLNGE,016,53.3,8.8,20.5,016
 011800,7/8/2015	13:42:27,13:42:31,5,TFODA,0,100.0,10.2,19.7,000
 011805,7/8/2015	13:42:32,13:47:51,320,LLNGE,029,01.6,6.7,18.7,029
 012125,7/8/2015	13:47:52,13:47:56,5,DWATR,0.166,00.0,6.9,22.0,002
 012130,7/8/2015	13:47:57,14:57:25,4169,LLNGE,043,00.1,7.7,15.1,043
 016299,7/8/2015	14:57:26,14:57:30,5,TFODA,0,60.0,10.2,19.7,002
 016304,7/8/2015	14:57:31,15:27:38,1808,LLNGE,086,01.5,7.4,15.3,086
 018112,7/8/2015	15:27:39,15:27:48,10,TFODA,0,90.0,9.8,19.2,007
 018122,7/8/2015	15:27:49,15:27:50,2,DWATR,0.102,100.0,8.8,20.0,004
 018124,7/8/2015	15:27:51,15:28:33,43,SLNGE,042,02.3,4.5,25.1,042
 018167,7/8/2015	15:28:34,15:28:35,2,EFODA,0.016,50.0,10.5,19.6,000
 018169,7/8/2015	15:28:36,15:32:22,227,LLNGE,080,05.7,10.6,26.8,080
 018396,7/8/2015	15:32:23,15:35:13,171,EFODA,0.012,65.5,10.7,19.9,006
 018567,7/8/2015	15:35:14,15:35:33,20,SLNGE,000,05.0,4.7,28.0,000
 018587,7/8/2015	15:35:34,15:38:50,197,EFODA,0.085,66.5,10.4,20.1,013
 018784,7/8/2015	15:38:51,15:40:03,73,LLNGE,002,02.7,7.0,15.0,002
 018857,7/8/2015	15:40:04,15:41:20,77,EFODA,0.036,71.4,11.8,18.8,008
 018934,7/8/2015	15:41:21,15:41:32,12,DWATR,0.212,16.7,6.9,21.5,002
 018946,7/8/2015	15:41:33,15:41:43,11,SLNGE,006,00.0,6.5,22.7,006
 018957,7/8/2015	15:41:44,15:41:50,7,TFODA,0,71.4,8.7,22.0,009
 018964,7/8/2015	15:41:51,16:03:44,1314,LLNGE,008,00.1,7.3,14.5,008
 020278,7/8/2015	16:03:45,16:03:49,5,DWATR,0.240,80.0,7.4,19.6,003
 020283,7/8/2015	16:03:50,16:05:50,121,LLNGE,027,05.0,4.0,27.0,027
 020404,7/8/2015	16:05:51,16:06:48,58,EFODA,0.012,87.9,8.6,19.7,010
 020462,7/8/2015	16:06:49,16:07:37,49,SLNGE,014,10.2,4.3,26.4,014
 020511,7/8/2015	16:07:38,16:14:18,401,EFODA,0.180,77.8,10.3,20.0,049
 020912,7/8/2015	16:14:19,16:14:27,9,DWATR,0.275,22.2,6.6,21.7,000
 020921,7/8/2015	16:14:28,17:53:21,5934,LLNGE,029,00.0,6.5,13.8,029
 026855,7/8/2015	17:53:22,17:53:24,3,TFODA,0,00.0,7.9,22.6,007
 026858,7/8/2015	17:53:25,18:24:30,1866,LLNGE,022,00.2,6.5,15.0,022
 028724,7/8/2015	18:24:31,18:25:17,47,EFODA,0.016,83.0,10.9,19.6,003
 028771,7/8/2015	18:25:18,18:25:51,34,SLNGE,008,11.8,5.9,27.3,008
 028805,7/8/2015	18:25:52,18:26:35,44,EFODA,0.020,84.1,9.2,19.1,006
 028849,7/8/2015	18:26:36,18:27:12,37,SLNGE,002,08.1,5.8,27.6,002
 028886,7/8/2015	18:27:13,18:28:11,59,EFODA,0.309,78.0,10.4,19.9,013
 028945,7/8/2015	18:28:12,18:31:50,219,LLNGE,000,00.9,4.2,28.3,000
 029164,7/8/2015	18:31:51,18:31:57,7,DWATR,0.071,00.0,5.0,26.4,001
 029171,7/8/2015	18:31:58,18:33:34,97,LLNGE,004,05.2,5.2,27.1,004
 029268,7/8/2015	18:33:35,18:33:35,1,DWATR,0.056,00.0,4.5,27.8,000
 029269,7/8/2015	18:33:36,18:34:22,47,SLNGE,033,00.0,6.1,25.1,033
 029316,7/8/2015	18:34:23,18:34:23,1,DWATR,0.042,00.0,6.3,21.3,000
 029317,7/8/2015	18:34:24,18:38:11,228,LLNGE,039,03.1,2.0,27.1,039
 029545,7/8/2015	18:38:12,18:38:18,7,DWATR,0.124,00.0,2.5,27.4,001
 029552,7/8/2015	18:38:19,18:41:41,203,LLNGE,100,01.5,3.8,26.2,100
 029755,7/8/2015	18:41:42,18:41:46,5,TFODA,0,60.0,9.0,20.7,008
 029760,7/8/2015	18:41:47,19:19:38,2272,LLNGE,032,00.6,5.9,13.0,032
 032032,7/8/2015	19:19:39,19:19:53,15,TFODA,0,66.7,10.1,19.5,004
 032047,7/8/2015	19:19:54,19:20:08,15,SLNGE,019,53.3,7.5,25.6,019
 032062,7/8/2015	19:20:09,19:20:11,3,TWATR,0,66.7,6.5,28.5,000
 032065,7/8/2015	19:20:12,19:20:33,22,SLNGE,032,63.6,7.6,18.1,032
 032087,7/8/2015	19:20:34,19:20:35,2,WHEEL,001,00.0,7.5,11.5,000
 032089,7/8/2015	19:20:36,19:23:46,191,LLNGE,008,09.9,6.5,9.8,008
 032280,7/8/2015	19:23:47,19:23:58,12,WHEEL,006,00.0,10.7,7.5,000
 032292,7/8/2015	19:23:59,19:24:13,15,SLNGE,015,100.0,10.3,9.0,015
 032307,7/8/2015	19:24:14,19:24:37,24,TWATR,0,87.5,5.2,25.8,023
 032331,7/8/2015	19:24:38,19:26:18,101,LLNGE,017,06.9,8.6,7.3,017
 032432,7/8/2015	19:26:19,19:28:53,155,EFODA,0.023,81.3,10.0,19.8,066
 032587,7/8/2015	19:28:54,19:31:11,138,LLNGE,027,12.3,9.5,14.1,027
 032725,7/8/2015	19:31:12,19:42:23,672,WHEEL,679,00.0,8.7,11.4,000
 033397,7/8/2015	19:42:24,19:43:23,60,SLNGE,020,30.0,7.0,9.4,020
 033457,7/8/2015	19:43:24,19:50:50,447,WHEEL,469,00.0,6.7,11.9,000
 033904,7/8/2015	19:50:51,19:51:11,21,SLNGE,043,90.5,6.5,14.9,043
 033925,7/8/2015	19:51:12,19:51:43,32,WHEEL,037,00.0,7.0,15.0,000
 033957,7/8/2015	19:51:44,19:52:33,50,SLNGE,016,38.0,9.1,9.2,016
 034007,7/8/2015	19:52:34,19:59:56,443,WHEEL,457,00.0,7.0,12.6,000
 034450,7/8/2015	19:59:57,20:00:17,21,SLNGE,031,61.9,4.8,18.8,031
 034471,7/8/2015	20:00:18,20:12:41,744,WHEEL,844,00.0,6.4,9.9,000
 035215,7/8/2015	20:12:42,20:13:28,47,SLNGE,020,36.2,8.4,11.9,020
 035262,7/8/2015	20:13:29,20:14:29,61,WHEEL,064,00.0,6.3,14.5,000
 035323,7/8/2015	20:14:30,20:14:49,20,SLNGE,036,65.0,5.6,18.8,036
 035343,7/8/2015	20:14:50,20:19:17,268,WHEEL,282,00.0,9.0,11.1,000
 035611,7/8/2015	20:19:18,20:19:38,21,SLNGE,034,57.1,9.4,10.1,034
 035632,7/8/2015	20:19:39,20:22:24,166,WHEEL,172,00.0,7.1,11.4,000
 035798,7/8/2015	20:22:25,20:22:50,26,SLNGE,031,65.4,6.9,14.3,031
 035824,7/8/2015	20:22:51,20:23:21,31,TWATR,0,74.2,6.8,23.1,028
 035855,7/8/2015	20:23:22,20:24:04,43,TFODA,0,41.9,10.0,23.1,063
 035898,7/8/2015	20:24:05,20:24:08,4,SLNGE,008,75.0,12.4,22.6,008
 035902,7/8/2015	20:24:09,20:25:17,69,DWATR,0.015,63.8,5.8,22.3,087
 035971,7/8/2015	20:25:18,20:33:09,472,EFODA,0.038,64.0,10.9,19.9,043
 036443,7/8/2015	20:33:10,20:35:25,136,LLNGE,012,05.1,7.7,8.6,012
 036579,7/8/2015	20:35:26,20:43:26,481,WHEEL,492,00.0,7.3,11.2,000
 037060,7/8/2015	20:43:27,20:43:52,26,SLNGE,013,57.7,6.3,11.3,013
 037086,7/8/2015	20:43:53,20:49:44,352,WHEEL,376,00.0,5.6,11.6,000
 037438,7/8/2015	20:49:45,20:50:06,22,SLNGE,044,77.3,6.3,18.0,044
 037460,7/8/2015	20:50:07,20:50:08,2,WHEEL,003,00.0,8.3,9.5,000
 037462,7/8/2015	20:50:09,20:50:29,21,SLNGE,027,61.9,6.9,10.8,027
 037483,7/8/2015	20:50:30,20:55:25,296,WHEEL,330,00.0,6.9,13.8,000
 037779,7/8/2015	20:55:26,20:56:52,87,LLNGE,058,26.4,6.7,17.7,058
 037866,7/8/2015	20:56:53,21:00:12,200,WHEEL,234,00.0,6.5,9.7,000
 038066,7/8/2015	21:00:13,21:00:34,22,SLNGE,027,63.6,4.8,6.1,027
 038088,7/8/2015	21:00:35,21:00:35,1,TFODA,0,00.0,12.3,10.0,000
